cid,parent_cid,depth,name,mall
78449,78349,3,정보보급,외국도서
78706,78349,3,정치/법률 교재,외국도서
78552,78349,3,중등참고서,외국도서
78450,78552,4,중등 교과과정,외국도서
78451,78552,4,중등 기타과목,외국도서
78452,78552,4,중등 물리/화학/생물,외국도서
78453,78552,4,중등 수학,외국도서
78454,78552,4,중등 역사/지리/정치,외국도서
78455,78552,4,중등 중국어,외국도서
78456,78552,4,중등 영어,외국도서
78613,78349,3,참고서 일반,외국도서
78711,78349,3,철학사회 교재,외국도서
78457,78349,3,체육 이론과 실습,외국도서
78551,78349,3,초등참고서,외국도서
78458,78551,4,초등 교과과정,외국도서
78459,78551,4,초등 기타과목,외국도서
78460,78551,4,초등 수학,외국도서
78461,78551,4,초등 영어,외국도서
78462,78551,4,초등 중국어,외국도서
78644,78349,3,컴퓨터 교재,외국도서
78696,78349,3,홍콩/대만 교육도서,외국도서
78357,28492,2,청소년,외국도서
78580,78357,3,청소년 과학,외국도서
78581,78357,3,청소년 독서,외국도서
78582,78357,3,청소년 컴퓨터,외국도서
78358,28492,2,컴퓨터,외국도서
78583,78358,3,네트워크,외국도서
78584,78358,3,데이터베이스,외국도서
78586,78358,3,멀티미디어,외국도서
78589,78358,3,소프트웨어,외국도서
78587,78358,3,운영체제,외국도서
78588,78358,3,자동화 기술,외국도서
78590,78358,3,컴퓨터 언어,외국도서
78591,78358,3,컴퓨터 원리와 기초,외국도서
78592,78358,3,하드웨어 및 유지보수,외국도서
78585,78358,3,MS 인증 수험서,외국도서
78633,28492,2,CD/DVD/VCD,외국도서
78634,78633,3,교육교재,외국도서
78713,78634,4,초등 교육교재,외국도서
36110,78633,3,만화/애니메이션,외국도서
78641,78633,3,백과사전,외국도서
78642,78633,3,어린이 어학,외국도서
78639,78633,3,어학,외국도서
78640,78633,3,영어,외국도서
78638,78633,3,정보기술,외국도서
78635,78633,3,중국 드라마,외국도서
78637,78633,3,해외 가요,외국도서
90858,,1,청소년,외국도서
97830,90858,2,가정/가사,외국도서
97831,90858,2,가족,외국도서
104625,97831,3,결혼/이혼,외국도서
104626,97831,3,고아/양부모,외국도서
104627,97831,3,다세대,외국도서
104628,97831,3,대체가족,외국도서
104629,97831,3,부모,외국도서
104630,97831,3,신생아,외국도서
104631,97831,3,일반,외국도서
104632,97831,3,입양,외국도서
104633,97831,3,재혼가정,외국도서
104634,97831,3,형제자매,외국도서
97832,90858,2,건강/일상,외국도서
104635,97832,3,개인위생,외국도서
104636,97832,3,성숙,외국도서
104637,97832,3,섹슈얼리티/임신,외국도서
104638,97832,3,식이요법/영양,외국도서
104639,97832,3,신체장애,외국도서
104640,97832,3,안전,외국도서
104641,97832,3,약물중독,외국도서
104642,97832,3,응급치료,외국도서
104643,97832,3,일반,외국도서
104644,97832,3,일상,외국도서
104645,97832,3,질병/부상,외국도서
104646,97832,3,피트니스/운동,외국도서
97833,90858,2,건축,외국도서
97834,90858,2,게임,외국도서
104647,97834,3,단어게임,외국도서
104648,97834,3,매직,외국도서
104649,97834,3,보드게임,외국도서
104650,97834,3,비디오/전자게임,외국도서
104651,97834,3,일반,외국도서
104652,97834,3,카드게임,외국도서
104653,97834,3,퍼즐,외국도서
104654,97834,3,Q/A,외국도서
97835,90858,2,경제경영,외국도서
97836,90858,2,공예/취미,외국도서
97837,90858,2,과학/자연,외국도서
104655,97837,3,과학사,외국도서
104656,97837,3,나무/숲,외국도서
104657,97837,3,동물학,외국도서
104658,97837,3,무게/측정,외국도서
104659,97837,3,물리학,외국도서
104660,97837,3,발견,외국도서
104661,97837,3,생물학,외국도서
104662,97837,3,식물학,외국도서
104663,97837,3,실험/프로젝트,외국도서
104664,97837,3,일반,외국도서
104665,97837,3,지구과학,외국도서
105991,104665,4,날씨,외국도서
105992,104665,4,바다/호수/강,외국도서
105993,104665,4,암석/미네랄,외국도서
105994,104665,4,일반,외국도서
105995,104665,4,지리,외국도서
105996,104665,4,지진/화산,외국도서
104666,97837,3,천문학,외국도서
104667,97837,3,천재지변,외국도서
104668,97837,3,해부학/생리학,외국도서
104669,97837,3,화석,외국도서
104670,97837,3,화초/식물,외국도서
104671,97837,3,화학,외국도서
104672,97837,3,환경보존,외국도서
104673,97837,3,환경학/생태계,외국도서
97838,90858,2,기술,외국도서
104674,97838,3,기계/도구,외국도서
104675,97838,3,농업,외국도서
104676,97838,3,발명,외국도서
104677,97838,3,일반,외국도서
104678,97838,3,전기/전자,외국도서
104679,97838,3,제작원리,외국도서
104680,97838,3,항공/우주공학,외국도서
97839,90858,2,논픽션 일반,외국도서
97840,90858,2,대중문화/예술,외국도서
104681,97840,3,댄스,외국도서
104682,97840,3,서커스,외국도서
104683,97840,3,연극,외국도서
104684,97840,3,영화,외국도서
104685,97840,3,일반,외국도서
104686,97840,3,TV/라디오,외국도서
97841,90858,2,동물,외국도서
104687,97841,3,가축,외국도서
104688,97841,3,개인위생,외국도서
104689,97841,3,고양이,외국도서
104690,97841,3,곤충/거미,외국도서
104691,97841,3,곰,외국도서
104692,97841,3,공룡/선사시대 동물,외국도서
104693,97841,3,기린,외국도서
104694,97841,3,나비/ 나방/애벌레,외국도서
104695,97841,3,늑대/코요테,외국도서
104696,97841,3,동물 복지,외국도서
104697,97841,3,동물원,외국도서
104698,97841,3,말,외국도서
104699,97841,3,멸종 위기 동물,외국도서
104700,97841,3,물고기,외국도서
104701,97841,3,밀림 동물,외국도서
104702,97841,3,반려동물,외국도서
104703,97841,3,사슴/무스/카리부,외국도서
104704,97841,3,사자/호랑이/표범,외국도서
104705,97841,3,새,외국도서
104706,97841,3,소,외국도서
104707,97841,3,아기동물,외국도서
104708,97841,3,야행성,외국도서
104709,97841,3,여우,외국도서
104710,97841,3,오리/거위,외국도서
104711,97841,3,유인원/원숭이,외국도서
104712,97841,3,일반,외국도서
104713,97841,3,쥐/햄스터/다람쥐,외국도서
104714,97841,3,캥거루,외국도서
104715,97841,3,코끼리,외국도서
104716,97841,3,토끼,외국도서
104717,97841,3,파충류/양서류,외국도서
104718,97841,3,포유류,외국도서
104719,97841,3,하마/코뿔소,외국도서
104720,97841,3,해양생물,외국도서
97842,90858,2,라이프스타일,외국도서
97843,90858,2,만화/그래픽노블,외국도서
104721,97843,3,논픽션 일반,외국도서
104722,97843,3,슈퍼히어로,외국도서
104723,97843,3,역사,외국도서
104724,97843,3,일본만화,외국도서
104725,97843,3,전기,외국도서
104726,97843,3,픽션 일반,외국도서
104727,97843,3,Media Tie-In,외국도서
97844,90858,2,명상/영성,외국도서
97845,90858,2,문학비평/콜렉션,외국도서
97846,90858,2,미디어 학습,외국도서
97847,90858,2,법/범죄,외국도서
97848,90858,2,사진,외국도서
97849,90858,2,사회과학,외국도서
104728,97849,3,고고학,외국도서
104729,97849,3,관습/전통/ 인류학,외국도서
104730,97849,3,사회학,외국도서
104731,97849,3,신화,외국도서
104732,97849,3,심리학,외국도서
104733,97849,3,일반,외국도서
104734,97849,3,정치/정부,외국도서
97850,90858,2,사회문제,외국도서
104735,97850,3,가출,외국도서
104736,97850,3,가치/미덕,외국도서
104737,97850,3,감정,외국도서
104738,97850,3,괴롭힘,외국도서
104739,97850,3,데이트/섹스,외국도서
104740,97850,3,동료 압박,외국도서
104741,97850,3,동성애,외국도서
104742,97850,3,물리적/정서적 학대,외국도서
104743,97850,3,사춘기,외국도서
104744,97850,3,새로운 경험,외국도서
104745,97850,3,성적 학대,외국도서
104746,97850,3,약물/알코올 중독,외국도서
104747,97850,3,예절/에티켓,외국도서
104748,97850,3,우울증/정신질환,외국도서
104749,97850,3,우정,외국도서
104750,97850,3,이민,외국도서
104751,97850,3,이방인,외국도서
104752,97850,3,일반,외국도서
104753,97850,3,임신,외국도서
104754,97850,3,자살,외국도서
104755,97850,3,자존감/자립심,외국도서
104756,97850,3,자행,외국도서
104757,97850,3,죽음,외국도서
104758,97850,3,특수교육,외국도서
104759,97850,3,편견/인종차별,외국도서
104760,97850,3,폭력,외국도서
104761,97850,3,홈리스/빈곤,외국도서
97851,90858,2,소녀/여성,외국도서
97852,90858,2,소년/남성,외국도서
97853,90858,2,소설/시/희곡,외국도서
104762,97853,3,가족,외국도서
104763,97853,3,건강/일상,외국도서
104764,97853,3,경제/직업,외국도서
104765,97853,3,고전,외국도서
104766,97853,3,공상,외국도서
104767,97853,3,과학/기술,외국도서
104768,97853,3,단편소설,외국도서
104769,97853,3,대중문화/예술,외국도서
107522,97853,3,동물,외국도서
104770,97853,3,디스토피아,외국도서
104771,97853,3,라이프스타일,외국도서
104772,97853,3,로맨스,외국도서
104773,97853,3,로보트,외국도서
104774,97853,3,몬스터,외국도서
104775,97853,3,미스터리/탐정,외국도서
104776,97853,3,법/범죄,외국도서
104777,97853,3,사회문제,외국도서
104778,97853,3,서부액션,외국도서
104779,97853,3,소녀/여성,외국도서
104780,97853,3,소년/남성,외국도서
104781,97853,3,스포츠/레크레이션,외국도서
104782,97853,3,시,외국도서
104783,97853,3,시간여행,외국도서
104784,97853,3,액션/어드벤처,외국도서
104785,97853,3,역사,외국도서
104786,97853,3,예술/건축,외국도서
104787,97853,3,왕족,외국도서
104788,97853,3,운문,외국도서
104789,97853,3,운송수단,외국도서
105997,104789,4,배/선박,외국도서
105998,104789,4,오토바이,외국도서
105999,104789,4,일반,외국도서
106000,104789,4,자동차/트럭,외국도서
106001,104789,4,철도/기차,외국도서
106002,104789,4,항공,외국도서
104790,97853,3,유머,외국도서
104791,97853,3,의류,외국도서
104792,97853,3,일반,외국도서
104793,97853,3,자연,외국도서
104794,97853,3,재활용/친환경 삶,외국도서
104795,97853,3,전기문학,외국도서
104796,97853,3,전설/신화,외국도서
104797,97853,3,종교,외국도서
104798,97853,3,지역/사람,외국도서
104799,97853,3,책/도서관,외국도서
104800,97853,3,초자연,외국도서
104801,97853,3,컴퓨터,외국도서
104802,97853,3,판타지/매직,외국도서
104803,97853,3,학교/교육,외국도서
104804,97853,3,호러,외국도서
104805,97853,3,휴일/기념일,외국도서
104806,97853,3,희곡,외국도서
104807,97853,3,LGBT,외국도서
104808,97853,3,Media Tie-In,외국도서
104809,97853,3,SF,외국도서
109015,97853,3,Steampunk,외국도서
97854,90858,2,수집,외국도서
97855,90858,2,수학,외국도서
104810,97855,3,기하학,외국도서
104811,97855,3,대수학,외국도서
104812,97855,3,분수,외국도서
104813,97855,3,산술,외국도서
104814,97855,3,상급,외국도서
104815,97855,3,일반,외국도서
97856,90858,2,스포츠/레크레이션,외국도서
104816,97856,3,골프,외국도서
104817,97856,3,기타,외국도서
104818,97856,3,농구,외국도서
104819,97856,3,동계 스포츠,외국도서
104820,97856,3,라켓 스포츠,외국도서
104821,97856,3,레슬링,외국도서
104822,97856,3,롤러/인라인 스케이팅,외국도서
104823,97856,3,모터 스포츠,외국도서
104824,97856,3,무술,외국도서
104825,97856,3,수상 스포츠,외국도서
104826,97856,3,스케이트보딩,외국도서
104827,97856,3,승마,외국도서
104828,97856,3,아이스 스케이팅,외국도서
104829,97856,3,야구/소프트볼,외국도서
104830,97856,3,올림픽,외국도서
104831,97856,3,육상,외국도서
104832,97856,3,익스트림 스포츠,외국도서
104833,97856,3,일반,외국도서
104834,97856,3,자전거,외국도서
104835,97856,3,체조,외국도서
104836,97856,3,축구,외국도서
104837,97856,3,캠핑/야외활동,외국도서
104838,97856,3,풋볼,외국도서
104839,97856,3,하키,외국도서
97857,90858,2,어드벤처,외국도서
97858,90858,2,언어,외국도서
104840,97858,3,기호언어,외국도서
104841,97858,3,문법,외국도서
104842,97858,3,손글씨,외국도서
104843,97858,3,어휘/철자법,외국도서
104844,97858,3,일반,외국도서
104845,97858,3,작문,외국도서
104846,97858,3,저널,외국도서
97859,90858,2,여행,외국도서
97860,90858,2,역사,외국도서
104847,97860,3,고대,외국도서
104848,97860,3,군사/전쟁,외국도서
104849,97860,3,기념물/국립공원,외국도서
104850,97860,3,기타,외국도서
104851,97860,3,르네상스,외국도서
104852,97860,3,멕시코,외국도서
104853,97860,3,미국,외국도서
104854,97860,3,선사시대,외국도서
104855,97860,3,아시아,외국도서
104856,97860,3,아프리카,외국도서
104857,97860,3,유럽,외국도서
104858,97860,3,일반,외국도서
104859,97860,3,중동,외국도서
104860,97860,3,중세,외국도서
104861,97860,3,캐나다,외국도서
104862,97860,3,탐험/발견,외국도서
104863,97860,3,현대,외국도서
104864,97860,3,호주/오세아니아,외국도서
104865,97860,3,홀로코스트,외국도서
97861,90858,2,예술,외국도서
104866,97861,3,기법,외국도서
104867,97861,3,드로잉,외국도서
104868,97861,3,만화,외국도서
104869,97861,3,역사,외국도서
104870,97861,3,일반,외국도서
104871,97861,3,조작,외국도서
104872,97861,3,패션,외국도서
104873,97861,3,회화,외국도서
97862,90858,2,요리/음식,외국도서
97863,90858,2,운송수단,외국도서
104874,97863,3,기차,외국도서
104875,97863,3,선박,외국도서
104876,97863,3,오토바이,외국도서
104877,97863,3,일반,외국도서
104878,97863,3,자동차,외국도서
104879,97863,3,항공,외국도서
97864,90858,2,원예,외국도서
97865,90858,2,유머,외국도서
104880,97865,3,농담/수수께끼,외국도서
104881,97865,3,일반,외국도서
104882,97865,3,카툰,외국도서
97866,90858,2,음악,외국도서
104883,97866,3,대중음악,외국도서
104884,97866,3,락,외국도서
104885,97866,3,랩/힙합,외국도서
104886,97866,3,악기,외국도서
104887,97866,3,악보,외국도서
104888,97866,3,역사,외국도서
104889,97866,3,음악이론,외국도서
104890,97866,3,일반,외국도서
104891,97866,3,재즈,외국도서
104892,97866,3,클래식,외국도서
97867,90858,2,의류,외국도서
97868,90858,2,인형,외국도서
97869,90858,2,재활용/친환경적 삶,외국도서
97870,90858,2,전기/자서전,외국도서
104893,97870,3,과학/기술,외국도서
104894,97870,3,대중예술,외국도서
104895,97870,3,문학,외국도서
104896,97870,3,문화유산,외국도서
104897,97870,3,미국 대통령/대통령 일가,외국도서
104898,97870,3,사회운동가,외국도서
104899,97870,3,스포츠/레크레이션,외국도서
104900,97870,3,여성,외국도서
104901,97870,3,역사,외국도서
104902,97870,3,예술,외국도서
104903,97870,3,왕족,외국도서
104904,97870,3,음악,외국도서
104905,97870,3,일반,외국도서
104906,97870,3,정치,외국도서
104907,97870,3,종교,외국도서
97871,90858,2,제2외국어 학습,외국도서
104908,97871,3,스페인어,외국도서
104909,97871,3,영어 (제2외국어),외국도서
104910,97871,3,일반,외국도서
104911,97871,3,프랑스어,외국도서
97872,90858,2,종교,외국도서
104912,97872,3,기독교,외국도서
104913,97872,3,성경 이야기,외국도서
106003,104913,4,구약,외국도서
106004,104913,4,신약,외국도서
106005,104913,4,일반,외국도서
104914,97872,3,성서 공부,외국도서
104915,97872,3,성서 전기,외국도서
104916,97872,3,성서 주석/해석,외국도서
104917,97872,3,성서 참고자료,외국도서
104918,97872,3,유대교,외국도서
104919,97872,3,이슬람,외국도서
104920,97872,3,일반,외국도서
97873,90858,2,지역/사람,외국도서
104921,97873,3,극지방,외국도서
104922,97873,3,기타,외국도서
104923,97873,3,멕시코,외국도서
104924,97873,3,미국,외국도서
104925,97873,3,아시아,외국도서
104926,97873,3,아프리카,외국도서
104927,97873,3,유럽,외국도서
104928,97873,3,일반,외국도서
104929,97873,3,중동,외국도서
104930,97873,3,캐나다,외국도서
104931,97873,3,캐러비언/라틴 아메리카,외국도서
104932,97873,3,호주/오세아니아,외국도서
97874,90858,2,직업,외국도서
97875,90858,2,참고자료,외국도서
104933,97875,3,백과사전,외국도서
104934,97875,3,사전,외국도서
104935,97875,3,연감,외국도서
104936,97875,3,유의어,외국도서
104937,97875,3,일반,외국도서
104938,97875,3,지도,외국도서
97876,90858,2,책/도서관,외국도서
97877,90858,2,철학,외국도서
97878,90858,2,컴퓨터,외국도서
104939,97878,3,소프트웨어,외국도서
104940,97878,3,엔터테인먼트/게임,외국도서
104941,97878,3,인터넷,외국도서
104942,97878,3,일반,외국도서
104943,97878,3,프로그래밍,외국도서
97879,90858,2,학교/교육,외국도서
97880,90858,2,학습,외국도서
104944,97880,3,시험준비,외국도서
104945,97880,3,일반,외국도서
104946,97880,3,Book Notes,외국도서
97881,90858,2,호기심/궁금증,외국도서
97882,90858,2,휴일/기념일,외국도서
104947,97882,3,기타 비종교,외국도서
104948,97882,3,기타 종교,외국도서
104949,97882,3,발렌타인데이,외국도서
104950,97882,3,부활절/사순절,외국도서
104951,97882,3,생일,외국도서
104952,97882,3,유월절,외국도서
104953,97882,3,일반,외국도서
104954,97882,3,추수감사절,외국도서
104955,97882,3,콴자(Kwanzaa),외국도서
104956,97882,3,크리스마스,외국도서
104957,97882,3,하누카(Hanukkah),외국도서
104958,97882,3,할로윈,외국도서
104959,97882,3,Patriotic Holidays,외국도서
97883,90858,2,Media Tie-In,외국도서
90859,,1,컴퓨터,외국도서
97884,90859,2,가상세계,외국도서
97885,90859,2,경영 정보 시스템,외국도서
97886,90859,2,계산기,외국도서
97887,90859,2,광 데이터 처리,외국도서
97888,90859,2,교육 소프트웨어,외국도서
97889,90859,2,구매자 가이드,외국도서
97890,90859,2,기계이론,외국도서
97891,90859,2,기업 애플리케이션,외국도서
104960,97891,3,기업정보 수집 툴,외국도서
104961,97891,3,일반,외국도서
104962,97891,3,협업 소프트웨어,외국도서
97892,90859,2,네트워킹,외국도서
104963,97892,3,네트워크 프로토콜,외국도서
104964,97892,3,보안,외국도서
104965,97892,3,인트라넷/엑스트라넷,외국도서
104966,97892,3,일반,외국도서
104967,97892,3,LAN,외국도서
104968,97892,3,Vendor,외국도서
97893,90859,2,대화/음성 처리,외국도서
97894,90859,2,데스크탑 애플리케이션,외국도서
104969,97894,3,개인재무 어플리케이션,외국도서
104970,97894,3,데이터베이스,외국도서
104971,97894,3,스프레드시트,외국도서
104972,97894,3,워드프로세싱,외국도서
104973,97894,3,이메일 클라이언트,외국도서
104974,97894,3,일반,외국도서
104975,97894,3,프로젝트 관리 소프트웨어,외국도서
104976,97894,3,프리젠테이션 소프트웨어,외국도서
104977,97894,3,Suites,외국도서
97895,90859,2,데이터 모델링/디자인,외국도서
97896,90859,2,데이터 전송 시스템,외국도서
104978,97896,3,광대역,외국도서
104979,97896,3,무선(Wireless),외국도서
104980,97896,3,일반,외국도서
104981,97896,3,전자문서교환,외국도서
97897,90859,2,데이터 프로세싱,외국도서
97898,90859,2,데이터베이스 관리,외국도서
104982,97898,3,데이터 마이닝,외국도서
104983,97898,3,데이터 웨어하우징,외국도서
104984,97898,3,일반,외국도서
97899,90859,2,디지털 미디어,외국도서
104985,97899,3,그래픽 어플리케이션,외국도서
104986,97899,3,비디오/애니메이션,외국도서
104987,97899,3,오디오,외국도서
104988,97899,3,일반,외국도서
104989,97899,3,전자출판,외국도서
104990,97899,3,포토그래피,외국도서
97900,90859,2,로직 설계,외국도서
97901,90859,2,마이크로프로세서,외국도서
97902,90859,2,문서관리,외국도서
97903,90859,2,문서화/기술문서 작성,외국도서
97904,90859,2,바이오 정보과학,외국도서
97905,90859,2,보안,외국도서
104991,97905,3,바이러스,외국도서
104992,97905,3,암호,외국도서
104993,97905,3,일반,외국도서
97906,90859,2,사용자 인터페이스,외국도서
97907,90859,2,사이버네틱스,외국도서
97908,90859,2,사회이슈,외국도서
97909,90859,2,소프트웨어 개발/엔지니어링,외국도서
104994,97909,3,시스템 분석/설계,외국도서
104995,97909,3,일반,외국도서
104996,97909,3,툴,외국도서
104997,97909,3,품질 보증/시험,외국도서
104998,97909,3,프로젝트 관리,외국도서
97910,90859,2,수학/통계 소프트웨어,외국도서
97911,90859,2,시스템 관리,외국도서
104999,97911,3,리눅스/유닉스 관리,외국도서
105000,97911,3,시스템관리 일반,외국도서
105001,97911,3,윈도우 관리,외국도서
105002,97911,3,이메일 관리,외국도서
105003,97911,3,재난/복구,외국도서
105004,97911,3,저장/검색,외국도서
97912,90859,2,시스템 구조,외국도서
105005,97912,3,분산 시스템/컴퓨팅,외국도서
105006,97912,3,시스템구조 일반,외국도서
97913,90859,2,신경회로망,외국도서
97914,90859,2,쌍방향/멀티미디어,외국도서
97915,90859,2,역사,외국도서
97916,90859,2,영상처리,외국도서
97917,90859,2,온라인 서비스,외국도서
105007,97917,3,리소스 디렉토리,외국도서
105008,97917,3,일반,외국도서
97918,90859,2,운영체제(OS),외국도서
105009,97918,3,가상화,외국도서
105010,97918,3,리눅스,외국도서
105011,97918,3,매킨토시,외국도서
105012,97918,3,윈도우 서버/NT,외국도서
105013,97918,3,윈도우 워크스테이션,외국도서
105014,97918,3,유닉스,외국도서
105015,97918,3,일반,외국도서
105016,97918,3,DOS,외국도서
105017,97918,3,Mainframe/Midrange,외국도서
97919,90859,2,웹,외국도서
105018,97919,3,검색엔진,외국도서
105019,97919,3,브라우저,외국도서
105020,97919,3,블로그,외국도서
105021,97919,3,사이트 디렉토리,외국도서
105022,97919,3,사이트 디자인,외국도서
105023,97919,3,소셜네트워킹,외국도서
105024,97919,3,웹프로그래밍,외국도서
105025,97919,3,일반,외국도서
105026,97919,3,팟캐스팅/웹캐스팅,외국도서
105027,97919,3,페이지 디자인,외국도서
105028,97919,3,UCC,외국도서
97920,90859,2,유틸리티,외국도서
97921,90859,2,인공지능(AI),외국도서
97922,90859,2,인터넷,외국도서
105029,97922,3,보안,외국도서
105030,97922,3,어플리케이션 개발,외국도서
105031,97922,3,일반,외국도서
97923,90859,2,자격증,외국도서
105032,97923,3,자격증 일반,외국도서
105033,97923,3,A+,외국도서
105034,97923,3,MCSE,외국도서
97924,90859,2,자연 언어 처리(NPL),외국도서
97925,90859,2,전문가 시스템,외국도서
97926,90859,2,전자상거래(E-Commerce),외국도서
97927,90859,2,전자출판,외국도서
97928,90859,2,정보이론,외국도서
97929,90859,2,정보통신기술(IT),외국도서
97930,90859,2,참고자료,외국도서
97931,90859,2,컴파일러,외국도서
97932,90859,2,컴퓨터 공학,외국도서
97933,90859,2,컴퓨터 그래픽,외국도서
97934,90859,2,컴퓨터 비전/패턴 인식,외국도서
97935,90859,2,컴퓨터 시물레이션,외국도서
97936,90859,2,컴퓨터 엔지니어링,외국도서
97937,90859,2,컴퓨터 일반,외국도서
97938,90859,2,컴퓨터 활용능력,외국도서
97939,90859,2,클라이언트/서버 컴퓨팅,외국도서
97940,90859,2,키보드,외국도서
97941,90859,2,프로그래밍,외국도서
105035,97941,3,객체지향,외국도서
105036,97941,3,게임,외국도서
105037,97941,3,마이크로소프트 프로그래밍,외국도서
108986,97941,3,모바일 디바이스,외국도서
105038,97941,3,병렬처리,외국도서
105039,97941,3,알고리즘,외국도서
105040,97941,3,애플 프로그래밍,외국도서
105041,97941,3,오픈소스,외국도서
105042,97941,3,일반,외국도서
97942,90859,2,프로그래밍 언어,외국도서
105043,97942,3,객체지향,외국도서
105044,97942,3,어셈블리 언어,외국도서
105045,97942,3,일반,외국도서
105046,97942,3,Ada,외국도서
105047,97942,3,BASIC,외국도서
105048,97942,3,C,외국도서
105049,97942,3,C#,외국도서
105050,97942,3,C++,외국도서
105051,97942,3,COBOL,외국도서
105052,97942,3,FORTRAN,외국도서
105053,97942,3,HTML,외국도서
105054,97942,3,Java,외국도서
105055,97942,3,JavaScript,외국도서
105056,97942,3,LISP,외국도서
105057,97942,3,Pascal,외국도서
105058,97942,3,Perl,외국도서
105059,97942,3,PHP,외국도서
105060,97942,3,Prolog,외국도서
105061,97942,3,Python,외국도서
105062,97942,3,RPG,외국도서
105063,97942,3,Ruby,외국도서
105064,97942,3,SQL,외국도서
105065,97942,3,UML,외국도서
105066,97942,3,VBScript,외국도서
105067,97942,3,Visual BASIC,외국도서
105068,97942,3,XML,외국도서
97943,90859,2,하드웨어,외국도서
105069,97943,3,네트워크 하드웨어,외국도서
105070,97943,3,일반,외국도서
105071,97943,3,주변장치,외국도서
105072,97943,3,중앙 컴퓨터/소형 컴퓨터,외국도서
105073,97943,3,휴대용 장치,외국도서
105074,97943,3,PC,외국도서
97944,90859,2,홈 엔터테인먼트,외국도서
97945,90859,2,CAD-CAM,외국도서
97946,90859,2,CD-DVD 기술,외국도서
90860,,1,한국관련도서,외국도서
97947,90860,2,어린이,외국도서
97948,90860,2,역사,외국도서
97949,90860,2,예술,외국도서
97950,90860,2,한국문학,외국도서
97951,90860,2,한국문화,외국도서
97952,90860,2,한국어,외국도서
97953,90860,2,한국역사,외국도서
97954,90860,2,한국요리,외국도서
97955,90860,2,한국학,외국도서
97956,90860,2,화보,외국도서
25557,,1,해외잡지,외국도서
25562,25557,2,건축/인테리어,외국도서
25581,25557,2,리빙/요리/웨딩,외국도서
117383,25557,2,미술/디자인/사진,외국도서
25609,25557,2,시사/경제/교양,외국도서
114501,25557,2,어린이,외국도서
25666,25557,2,엔터테인먼트,외국도서
117379,25557,2,여행/스포츠/취미,외국도서
25639,25557,2,영화/음악,외국도서
29725,25557,2,정기구독,외국도서
184022,29725,3,라이프 스타일,외국도서
29726,29725,3,시사/경제,외국도서
33663,29725,3,어린이,외국도서
183856,29725,3,여행/관광,외국도서
126752,29725,3,영화/음악,외국도서
68355,29725,3,예술/디자인,외국도서
126749,29725,3,컴퓨터/과학/게임,외국도서
68337,29725,3,패션/연예/교양,외국도서
25649,25557,2,주간지,외국도서
186039,25557,2,중국/아시아,외국도서
25662,25557,2,컴퓨터/과학/게임,외국도서
25627,25557,2,패션/미용,외국도서
116581,25557,2,해외잡지 과월호 특가,외국도서
126992,116581,3,기타 과월호,외국도서
120489,116581,3,National Geographic 특가,외국도서
120488,116581,3,Time USA 특가,외국도서
90861,,1,ELT/어학/사전,외국도서
97957,90861,2,과학기술 영어,외국도서
97958,90861,2,독학교재,외국도서
97959,90861,2,독해,외국도서
97960,90861,2,듣기,외국도서
97961,90861,2,리더스,외국도서
105081,97961,3,논픽션 리더스,외국도서
107196,97961,3,일반,외국도서
105082,97961,3,픽션 리더스,외국도서
105083,97961,3,ELT 단계별 리더스,외국도서
97962,90861,2,문법,외국도서
97963,90861,2,발음,외국도서
97964,90861,2,비도서 교재(카드/오디오/비디오),외국도서
97965,90861,2,비즈니스 영어,외국도서
97966,90861,2,사전/자료,외국도서
105084,97966,3,사전,외국도서
105085,97966,3,유의어,외국도서
105086,97966,3,이중언어/다중언어,외국도서
97967,90861,2,선생님을 위한 자료,외국도서
97968,90861,2,시험 대비 테스트,외국도서
97969,90861,2,아카데미 영어,외국도서
97970,90861,2,어휘,외국도서
97971,90861,2,여행/커뮤니케이션 영어,외국도서
97972,90861,2,워크북,외국도서
97973,90861,2,작문,외국도서
97974,90861,2,제2외국어,외국도서
107494,97974,3,고대/라틴어,외국도서
108993,97974,3,고대/중세 영어,외국도서
107495,97974,3,그리스어(현대),외국도서
105087,97974,3,기타 언어,외국도서
108998,97974,3,노르웨이어,외국도서
105088,97974,3,독일어,외국도서
107498,97974,3,러시아어,외국도서
109001,97974,3,베트남어,외국도서
109000,97974,3,스웨덴어,외국도서
105089,97974,3,스페인어,외국도서
107501,97974,3,아랍어,외국도서
107500,97974,3,아프리카어,외국도서
107497,97974,3,영어,외국도서
105090,97974,3,이탈리아어,외국도서
107499,97974,3,인도/동아시아어,외국도서
107492,97974,3,일반,외국도서
105091,97974,3,일본어,외국도서
105092,97974,3,중국어,외국도서
108994,97974,3,체코어,외국도서
108999,97974,3,페르시아어,외국도서
105093,97974,3,프랑스어,외국도서
108996,97974,3,핀란드어,외국도서
107493,97974,3,한국어,외국도서
107496,97974,3,히브리어,외국도서
108997,97974,3,힌두어,외국도서
108995,97974,3,Baltic Languages,외국도서
97975,90861,2,회화,외국도서
97976,90861,2,ELT 교수법/이론,외국도서
97977,90861,2,ELT 시험/수험서,외국도서
105094,97977,3,고등학교 입학시험,외국도서
105095,97977,3,기타 ELT 시험,외국도서
105096,97977,3,대학원 가이드,외국도서
105097,97977,3,대학입학/가이드,외국도서
